PO Number,PO Date,PO Year,PO Quarter,PO Month,PO Type,PO Status,Supplier ID,Supplier Name,Supplier Country,Supplier Region,Supplier Tier,Supplier Status,Supplier Risk,Supplier Latitude,Supplier Longitude,Payment Terms,Item Code,Item Description,Category,Sub Category,Unit of Measure,Quantity,Discount Amount,Tax Pct,Tax Amount,Currency,Savings Pct,Requested Delivery,Actual Delivery,Days Late,On Time Delivery,Lead Time Days,Department,Cost Centre,Requestor Name,Approver Name,Contract ID,Contract Type,Contract Start,Contract End,Invoice Status,Payment Status,Invoice Match Type,Maverick Spend,Single Source Flag,Preferred Supplier,Local International,Supplier ESG Score
PO-02314,13/06/2022,2022,Q2,June,Standard,Closed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-67289,A4 Paper (Ream),Office Supplies,A4 Paper (Ream),Box,25,81.83,20,92.73,GBP,27.8,01/07/2022,29/06/2022,-2,Yes,16,Procurement,CC-006,Frank Brown,Priya Sharma,CON-7352,Spot,21/03/2022,10/05/2023,Paid,Paid,3-Way Match,No,No,Yes,Local,75.2
PO-02315,01/02/2024,2024,Q1,February,Standard,Disputed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-40833,Desktop PC,IT Hardware,Desktop PC,EA,186,0.0,5,6776.72,USD,7.0,06/03/2024,05/03/2024,-1,Yes,33,Operations,CC-003,Clara Davies,James O'Brien,CON-5203,Spot,30/06/2023,30/09/2024,Disputed,Pending,No Match,No,No,Yes,Local,75.2
PO-02316,15/10/2022,2022,Q4,October,Standard,Closed,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-62127,Lubricant (L),Maintenance,Lubricant (L),LTR,63,0.0,5,108.14,GBP,-14.1,23/10/2022,23/10/2022,0,Yes,8,Facilities,CC-009,Isla White,Tom Reynolds,NO-CONTRACT,Spot,15/10/2022,14/11/2022,Pending,Pending,3-Way Match,No,No,Yes,International,52.3
PO-02317,01/11/2022,2022,Q4,November,Standard,Closed,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-76816,Antivirus License,IT Software,Antivirus License,EA,21,0.0,5,81.5,EUR,19.1,09/12/2022,05/12/2022,-4,Yes,34,IT,CC-002,Leo Walker,Tom Reynolds,NO-CONTRACT,Spot,01/11/2022,01/12/2022,Paid,Paid,3-Way Match,No,No,Yes,International,52.3
PO-02318,12/02/2022,2022,Q1,February,Emergency,Open,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-43740,Keyboard,IT Hardware,Keyboard,EA,159,0.0,20,1586.5,EUR,19.6,30/03/2022,26/04/2022,27,No,73,HR,CC-005,Emma Wilson,Priya Sharma,NO-CONTRACT,Spot,12/02/2022,14/03/2022,Pending,Pending,2-Way Match,Yes,Yes,No,International,44.8
PO-02319,14/08/2022,2022,Q3,August,Standard,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-30629,Translation Svcs,Professional Svcs,Translation Svcs,EA,54,0.0,0,0.0,GBP,4.8,09/10/2022,06/10/2022,-3,Yes,53,Operations,CC-003,Maya Hall,James O'Brien,CON-5583,Long-term,17/11/2021,05/03/2023,Paid,Paid,3-Way Match,No,Yes,No,International,41.5
PO-02320,29/01/2023,2023,Q1,January,Blanket,Open,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-94075,Courier Service,Logistics,Courier Service,Shipment,35,0.0,20,428.96,USD,5.9,25/02/2023,20/02/2023,-5,Yes,22,Finance,CC-001,Karen Clark,Sarah Mitchell,CON-7371,Spot,27/10/2022,16/08/2023,Pending,Pending,No Match,No,No,No,International,63.2
PO-02321,23/11/2024,2024,Q4,November,Contract,Closed,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-43740,Keyboard,IT Hardware,Keyboard,EA,107,374.18,20,673.52,EUR,22.9,29/12/2024,24/12/2024,-5,Yes,31,Marketing,CC-004,Nathan Young,Priya Sharma,CON-1043,Framework,09/02/2024,26/11/2026,Pending,Paid,No Match,No,No,No,International,63.2
PO-02322,06/05/2023,2023,Q2,May,Standard,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-20168,Fire Extinguisher,Facilities,Fire Extinguisher,EA,7,0.0,0,0.0,JPY,17.9,12/06/2023,13/06/2023,1,No,38,Finance,CC-001,Alice Johnson,Sarah Mitchell,CON-3293,Master Supply,02/03/2023,24/10/2023,Paid,Paid,3-Way Match,No,No,No,International,55.1
PO-02323,06/01/2024,2024,Q1,January,Standard,Open,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-36437,Server Rack,IT Hardware,Server Rack,EA,8,0.0,5,3256.49,GBP,3.5,04/03/2024,28/02/2024,-5,Yes,53,R&D,CC-008,Henry Martin,Lisa Chen,NO-CONTRACT,Spot,06/01/2024,05/02/2024,Pending,Pending,2-Way Match,No,No,No,International,41.5
PO-02325,19/04/2022,2022,Q2,April,Standard,Closed,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-51688,Freight - Road,Logistics,Freight - Road,Shipment,52,0.0,5,2363.56,AUD,16.7,07/06/2022,07/06/2022,0,Yes,49,Marketing,CC-004,Nathan Young,Priya Sharma,CON-8003,Spot,29/05/2021,26/12/2023,Overdue,Paid,3-Way Match,No,No,No,International,80.5
PO-02326,05/06/2023,2023,Q2,June,Standard,Closed,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-78958,Project Mgmt Tool,IT Software,Project Mgmt Tool,EA,130,0.0,0,0.0,JPY,2.1,10/06/2023,10/06/2023,0,Yes,5,R&D,CC-008,Henry Martin,Priya Sharma,NO-CONTRACT,Spot,05/06/2023,05/07/2023,Paid,Paid,3-Way Match,No,No,No,International,50.9
PO-02327,01/01/2023,2023,Q1,January,Standard,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-61412,Filing Cabinet,Office Supplies,Filing Cabinet,EA,170,0.0,20,7616.0,GBP,-32.5,24/02/2023,17/03/2023,21,No,75,Marketing,CC-004,Nathan Young,Tom Reynolds,CON-5400,Spot,10/12/2022,04/10/2023,Paid,Paid,3-Way Match,No,No,No,International,55.1
PO-02328,13/05/2024,2024,Q2,May,Contract,Disputed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-76104,ERP License,IT Software,ERP License,EA,13,0.0,5,23675.68,USD,13.6,25/05/2024,24/05/2024,-1,Yes,11,Finance,CC-001,Karen Clark,Priya Sharma,CON-4911,Master Supply,28/06/2023,23/07/2024,Overdue,On Hold,3-Way Match,No,No,No,International,89.1
PO-02330,30/07/2023,2023,Q3,July,Standard,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-62127,Lubricant (L),Maintenance,Lubricant (L),LTR,171,0.0,20,359.1,EUR,3.8,18/09/2023,28/09/2023,10,No,60,Facilities,CC-009,Isla White,Priya Sharma,NO-CONTRACT,Spot,30/07/2023,29/08/2023,Disputed,Pending,3-Way Match,No,No,No,International,89.1
PO-02331,15/05/2022,2022,Q2,May,Standard,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-53575,Digital Ads,Marketing,Digital Ads,Campaign,125,0.0,0,0.0,GBP,3.0,14/06/2022,09/06/2022,-5,Yes,25,IT,CC-002,Leo Walker,Lisa Chen,CON-4012,Long-term,24/07/2021,15/09/2022,Paid,Paid,3-Way Match,No,No,No,International,41.5
PO-02332,11/09/2024,2024,Q3,September,Standard,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-78252,Catering (event),HR & Training,Catering (event),EA,192,0.0,20,86747.9,GBP,2.4,13/10/2024,12/10/2024,-1,Yes,31,Sales,CC-010,Jack Harris,Priya Sharma,CON-2643,Framework,02/12/2023,07/12/2024,Paid,Paid,3-Way Match,No,Yes,No,International,89.1
PO-02333,26/10/2024,2024,Q4,October,Standard,Closed,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-94075,Courier Service,Logistics,Courier Service,Shipment,6,0.0,5,20.27,GBP,6.7,24/11/2024,28/11/2024,4,No,33,Sales,CC-010,Jack Harris,Tom Reynolds,CON-7685,Framework,05/02/2024,06/07/2026,Pending,Paid,3-Way Match,No,No,Yes,International,52.3
PO-02334,28/05/2023,2023,Q2,May,Contract,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-41311,Rubber Seal,Raw Materials,Rubber Seal,EA,72,0.0,0,0.0,GBP,5.6,24/07/2023,22/08/2023,29,No,86,Finance,CC-001,Karen Clark,Tom Reynolds,NO-CONTRACT,Spot,28/05/2023,27/06/2023,Pending,Paid,3-Way Match,No,No,No,International,52.0
PO-02335,31/07/2024,2024,Q3,July,Standard,Open,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-34497,Maintenance Kit,Facilities,Maintenance Kit,EA,158,0.0,0,0.0,GBP,12.0,19/08/2024,06/09/2024,18,No,37,Marketing,CC-004,David Lee,Sarah Mitchell,CON-4054,Long-term,09/05/2024,11/02/2026,Pending,Pending,2-Way Match,Yes,No,No,International,52.0
PO-02336,20/01/2023,2023,Q1,January,Standard,Closed,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-57013,Cloud Storage (TB),IT Software,Cloud Storage (TB),TB,170,0.0,5,613.96,GBP,11.0,25/01/2023,21/01/2023,-4,Yes,1,Finance,CC-001,Alice Johnson,James O'Brien,CON-8155,Framework,10/05/2022,20/09/2023,Pending,Paid,3-Way Match,No,No,No,International,63.2
PO-02337,25/10/2024,2024,Q4,October,Standard,Closed,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-13249,Laptop,IT Hardware,Laptop,EA,8,858.83,0,0.0,GBP,2.8,22/12/2024,22/12/2024,0,Yes,58,IT,CC-002,Bob Smith,Priya Sharma,CON-1301,Spot,21/10/2024,09/07/2025,Overdue,Paid,3-Way Match,No,No,No,International,63.2
PO-02338,28/11/2022,2022,Q4,November,Standard,Open,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-31531,Spare Parts Kit,Maintenance,Spare Parts Kit,EA,120,4555.38,0,0.0,GBP,12.1,31/12/2022,14/01/2023,14,No,47,Procurement,CC-006,Frank Brown,James O'Brien,NO-CONTRACT,Spot,28/11/2022,28/12/2022,Pending,Pending,2-Way Match,Yes,No,No,International,52.0
PO-02340,31/12/2024,2024,Q4,December,Emergency,Open,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-19122,Medical Supplies,HR & Training,Medical Supplies,Box,19,0.0,5,120.6,EUR,10.3,12/01/2025,05/02/2025,24,No,36,Marketing,CC-004,Nathan Young,Lisa Chen,CON-8496,Long-term,21/01/2024,15/08/2024,Pending,On Hold,2-Way Match,No,No,No,International,41.5
PO-02342,24/05/2023,2023,Q2,May,Blanket,Closed,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-20168,Fire Extinguisher,Facilities,Fire Extinguisher,EA,120,531.96,20,2021.45,EUR,8.8,09/06/2023,07/06/2023,-2,Yes,14,Legal,CC-007,Grace Taylor,Priya Sharma,CON-8319,Master Supply,28/06/2022,11/04/2025,Disputed,Paid,2-Way Match,No,No,Yes,International,52.3
PO-02343,07/01/2024,2024,Q1,January,Standard,Open,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-15118,Safety Equipment,Facilities,Safety Equipment,Box,56,0.0,5,168.03,GBP,12.1,16/02/2024,22/02/2024,6,No,46,Facilities,CC-009,Isla White,Lisa Chen,CON-3693,Master Supply,12/03/2023,11/07/2025,Pending,Overdue,2-Way Match,Yes,No,No,International,44.8
PO-02344,23/04/2022,2022,Q2,April,Standard,Open,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-65861,HVAC Filter,Facilities,HVAC Filter,EA,9,0.0,20,233.21,GBP,-10.1,11/06/2022,01/07/2022,20,No,69,Finance,CC-001,Alice Johnson,James O'Brien,NO-CONTRACT,Spot,23/04/2022,23/05/2022,Overdue,Pending,2-Way Match,No,No,No,International,63.2
PO-02345,25/08/2023,2023,Q3,August,Emergency,Open,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-39694,Event Mgmt,Marketing,Event Mgmt,EA,117,0.0,20,420388.49,GBP,-5.6,16/10/2023,14/10/2023,-2,Yes,50,IT,CC-002,Leo Walker,James O'Brien,CON-3594,Spot,17/10/2022,07/10/2024,Overdue,Overdue,2-Way Match,No,No,Yes,International,41.6
PO-02346,07/04/2022,2022,Q2,April,Contract,Open,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-18028,BI Tool License,IT Software,BI Tool License,EA,162,0.0,20,91812.2,AUD,16.5,23/04/2022,20/04/2022,-3,Yes,13,Legal,CC-007,Grace Taylor,Tom Reynolds,CON-9068,Framework,24/02/2022,19/02/2025,Pending,Pending,2-Way Match,No,No,No,International,80.5
PO-02347,08/07/2024,2024,Q3,July,Standard,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-70803,Recruitment Agency,HR & Training,Recruitment Agency,EA,31,0.0,0,0.0,GBP,7.5,21/08/2024,20/08/2024,-1,Yes,43,IT,CC-002,Leo Walker,Sarah Mitchell,CON-2286,Framework,23/04/2024,14/04/2025,Paid,Pending,3-Way Match,Yes,Yes,No,International,52.0
PO-02348,02/10/2023,2023,Q4,October,Standard,Closed,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-18028,BI Tool License,IT Software,BI Tool License,EA,24,2627.54,5,1182.39,GBP,26.6,12/10/2023,26/10/2023,14,No,24,Procurement,CC-006,Frank Brown,Priya Sharma,NO-CONTRACT,Spot,02/10/2023,01/11/2023,Disputed,On Hold,No Match,No,No,No,International,50.9
PO-02350,03/01/2022,2022,Q1,January,Standard,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-18028,BI Tool License,IT Software,BI Tool License,EA,102,0.0,0,0.0,EUR,17.1,16/02/2022,16/03/2022,28,No,72,Operations,CC-003,Maya Hall,James O'Brien,CON-2623,Master Supply,21/08/2021,24/04/2022,Paid,Paid,3-Way Match,No,No,Yes,International,41.6
PO-02351,06/06/2024,2024,Q2,June,Standard,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-78958,Project Mgmt Tool,IT Software,Project Mgmt Tool,EA,7,0.0,20,582.5,AUD,-14.0,28/07/2024,23/07/2024,-5,Yes,47,Finance,CC-001,Alice Johnson,James O'Brien,CON-3513,Spot,16/07/2023,30/01/2026,Paid,On Hold,3-Way Match,No,No,Yes,International,41.6
PO-02353,07/11/2022,2022,Q4,November,Emergency,Closed,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-60672,Legal Review,Professional Svcs,Legal Review,EA,57,0.0,20,24337.75,GBP,10.6,01/01/2023,05/01/2023,4,No,59,Marketing,CC-004,Nathan Young,Lisa Chen,NO-CONTRACT,Spot,07/11/2022,07/12/2022,Pending,Paid,2-Way Match,No,No,No,International,50.9
PO-02354,10/03/2023,2023,Q1,March,Standard,Closed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-60672,Legal Review,Professional Svcs,Legal Review,EA,195,0.0,20,173864.34,JPY,6.4,25/04/2023,24/04/2023,-1,Yes,45,IT,CC-002,Bob Smith,James O'Brien,CON-2462,Long-term,23/07/2022,03/03/2024,Pending,Paid,2-Way Match,No,No,Yes,Local,75.2
PO-02355,14/07/2022,2022,Q3,July,Standard,Open,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-64270,Pens & Stationery,Office Supplies,Pens & Stationery,Box,181,0.0,0,0.0,GBP,7.2,01/08/2022,27/07/2022,-5,Yes,13,Procurement,CC-006,Frank Brown,James O'Brien,NO-CONTRACT,Spot,14/07/2022,13/08/2022,Pending,Pending,2-Way Match,No,No,Yes,International,41.6
PO-02356,15/02/2022,2022,Q1,February,Blanket,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-36437,Server Rack,IT Hardware,Server Rack,EA,69,18226.94,20,69262.36,USD,16.2,19/03/2022,18/03/2022,-1,Yes,31,Sales,CC-010,Jack Harris,Lisa Chen,NO-CONTRACT,Spot,15/02/2022,17/03/2022,Paid,Paid,2-Way Match,No,No,No,Local,67.8
PO-02357,18/07/2022,2022,Q3,July,Standard,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-71890,Whiteboard,Office Supplies,Whiteboard,EA,55,0.0,20,1948.87,USD,-11.9,03/09/2022,03/09/2022,0,Yes,47,Marketing,CC-004,David Lee,Tom Reynolds,CON-3660,Master Supply,08/05/2022,25/03/2023,Overdue,Paid,3-Way Match,No,No,No,International,89.1
PO-02358,16/03/2023,2023,Q1,March,Standard,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-76816,Antivirus License,IT Software,Antivirus License,EA,27,0.0,0,0.0,USD,19.0,12/05/2023,11/05/2023,-1,Yes,56,Sales,CC-010,Jack Harris,Sarah Mitchell,NO-CONTRACT,Spot,16/03/2023,15/04/2023,Pending,Paid,3-Way Match,No,No,No,Local,67.8
PO-02359,09/06/2022,2022,Q2,June,Standard,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-95695,Employee Uniforms,HR & Training,Employee Uniforms,EA,9,0.0,5,40.55,GBP,5.8,25/06/2022,24/06/2022,-1,Yes,15,HR,CC-005,Emma Wilson,Priya Sharma,CON-9808,Master Supply,18/01/2022,30/07/2024,Pending,Pending,3-Way Match,No,Yes,No,International,44.8
PO-02360,09/07/2024,2024,Q3,July,Standard,Closed,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-54692,Copper Wire (m),Raw Materials,Copper Wire (m),MTR,140,5.88,20,22.34,GBP,13.3,10/08/2024,08/08/2024,-2,Yes,30,IT,CC-002,Leo Walker,Sarah Mitchell,NO-CONTRACT,Spot,09/07/2024,08/08/2024,Paid,Paid,3-Way Match,No,No,No,International,75.7
PO-02361,13/09/2022,2022,Q3,September,Standard,Open,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-41311,Rubber Seal,Raw Materials,Rubber Seal,EA,43,0.0,5,50.57,GBP,-32.1,25/09/2022,01/10/2022,6,No,18,Marketing,CC-004,Nathan Young,Tom Reynolds,NO-CONTRACT,Spot,13/09/2022,13/10/2022,Overdue,Overdue,No Match,No,No,No,International,50.9
PO-02362,07/04/2022,2022,Q2,April,Standard,Closed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-46380,Photography Svcs,Marketing,Photography Svcs,EA,153,0.0,0,0.0,GBP,-7.3,03/06/2022,30/05/2022,-4,Yes,53,IT,CC-002,Bob Smith,Sarah Mitchell,CON-5485,Master Supply,28/12/2021,06/04/2024,Paid,Pending,2-Way Match,No,No,Yes,Local,75.2
PO-02363,30/09/2024,2024,Q3,September,Blanket,Open,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-71890,Whiteboard,Office Supplies,Whiteboard,EA,149,0.0,5,1959.42,GBP,-25.5,17/11/2024,13/11/2024,-4,Yes,44,Facilities,CC-009,Isla White,Tom Reynolds,CON-8595,Master Supply,13/04/2024,26/12/2026,Pending,Overdue,No Match,No,No,Yes,International,41.6
PO-02364,11/03/2022,2022,Q1,March,Standard,Closed,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-61412,Filing Cabinet,Office Supplies,Filing Cabinet,EA,2,8.84,5,8.39,GBP,15.8,30/03/2022,28/03/2022,-2,Yes,17,R&D,CC-008,Henry Martin,Sarah Mitchell,CON-1806,Long-term,07/06/2021,04/11/2022,Paid,Paid,3-Way Match,No,No,No,International,50.9
PO-02366,08/05/2022,2022,Q2,May,Standard,Closed,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-21296,Calibration Svc,Maintenance,Calibration Svc,EA,33,0.0,20,2629.97,EUR,-2.7,14/05/2022,09/05/2022,-5,Yes,1,Sales,CC-010,Jack Harris,James O'Brien,CON-9538,Master Supply,22/12/2021,06/08/2024,Paid,Pending,3-Way Match,No,No,No,International,80.5
PO-02368,20/06/2022,2022,Q2,June,Blanket,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-40833,Desktop PC,IT Hardware,Desktop PC,EA,57,0.0,0,0.0,EUR,18.5,02/07/2022,02/07/2022,0,Yes,12,Marketing,CC-004,David Lee,Priya Sharma,NO-CONTRACT,Spot,20/06/2022,20/07/2022,Pending,Paid,2-Way Match,No,No,No,Local,67.8
PO-02370,19/11/2023,2023,Q4,November,Standard,Closed,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-65861,HVAC Filter,Facilities,HVAC Filter,EA,109,0.0,0,0.0,GBP,-3.0,13/01/2024,11/01/2024,-2,Yes,53,Operations,CC-003,Maya Hall,Sarah Mitchell,CON-9959,Framework,21/09/2023,12/07/2026,Overdue,Paid,3-Way Match,No,No,Yes,International,52.3
PO-02371,10/07/2023,2023,Q3,July,Standard,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-67907,Warehousing (m²),Logistics,Warehousing (m²),SQM,146,142.2,5,135.09,EUR,8.5,24/08/2023,24/08/2023,0,Yes,45,Sales,CC-010,Jack Harris,James O'Brien,CON-6412,Spot,07/06/2023,08/03/2025,Paid,Overdue,3-Way Match,No,No,No,International,89.1
PO-02372,25/03/2022,2022,Q1,March,Blanket,Closed,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-34497,Maintenance Kit,Facilities,Maintenance Kit,EA,183,0.0,20,7691.86,AUD,6.3,17/04/2022,16/04/2022,-1,Yes,22,Finance,CC-001,Alice Johnson,Lisa Chen,CON-1548,Framework,24/08/2021,13/10/2023,Pending,Paid,No Match,Yes,No,No,International,75.7
PO-02374,03/08/2022,2022,Q3,August,Standard,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-51688,Freight - Road,Logistics,Freight - Road,Shipment,84,0.0,0,0.0,GBP,12.6,23/09/2022,21/09/2022,-2,Yes,49,Procurement,CC-006,Frank Brown,Priya Sharma,CON-4206,Master Supply,21/06/2022,07/06/2024,Overdue,Paid,3-Way Match,No,No,No,International,89.1
PO-02375,19/05/2023,2023,Q2,May,Standard,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-31531,Spare Parts Kit,Maintenance,Spare Parts Kit,EA,197,29038.78,20,32910.62,EUR,25.8,24/05/2023,14/06/2023,21,No,26,Finance,CC-001,Karen Clark,Lisa Chen,CON-4904,Master Supply,19/04/2023,06/01/2024,Paid,Overdue,3-Way Match,No,No,No,International,44.8
PO-02376,08/08/2024,2024,Q3,August,Blanket,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-15118,Safety Equipment,Facilities,Safety Equipment,Box,136,0.0,0,0.0,EUR,14.4,21/09/2024,21/09/2024,0,Yes,44,R&D,CC-008,Henry Martin,James O'Brien,CON-6940,Framework,03/11/2023,31/05/2024,Paid,Paid,3-Way Match,No,No,No,International,55.1
PO-02377,09/06/2024,2024,Q2,June,Blanket,Open,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-13249,Laptop,IT Hardware,Laptop,EA,169,20816.24,5,9367.31,JPY,22.4,04/07/2024,02/07/2024,-2,Yes,23,HR,CC-005,Emma Wilson,Priya Sharma,CON-9930,Spot,28/10/2023,27/11/2025,Overdue,Pending,No Match,No,No,No,International,41.5
PO-02378,06/02/2022,2022,Q1,February,Contract,Closed,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-24464,Steel Sheet (kg),Raw Materials,Steel Sheet (kg),KG,151,139.52,5,39.53,EUR,22.0,02/03/2022,01/03/2022,-1,Yes,23,IT,CC-002,Leo Walker,Priya Sharma,NO-CONTRACT,Spot,06/02/2022,08/03/2022,Paid,Pending,3-Way Match,No,No,Yes,International,41.4
PO-02379,21/03/2023,2023,Q1,March,Blanket,Disputed,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-43740,Keyboard,IT Hardware,Keyboard,EA,100,0.0,5,370.2,GBP,9.3,11/04/2023,11/04/2023,0,Yes,21,Marketing,CC-004,Nathan Young,Tom Reynolds,NO-CONTRACT,Spot,21/03/2023,20/04/2023,Pending,On Hold,No Match,Yes,No,No,International,75.7
PO-02380,15/05/2022,2022,Q2,May,Standard,Open,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-66957,Plastic Resin (kg),Raw Materials,Plastic Resin (kg),KG,122,0.0,0,0.0,GBP,10.6,02/07/2022,16/07/2022,14,No,62,Finance,CC-001,Alice Johnson,Sarah Mitchell,CON-3396,Long-term,15/03/2022,01/11/2024,Overdue,Pending,2-Way Match,No,No,No,International,55.1
PO-02381,04/01/2024,2024,Q1,January,Standard,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-13249,Laptop,IT Hardware,Laptop,EA,162,38488.53,0,0.0,GBP,-9.2,10/02/2024,08/03/2024,27,No,64,Operations,CC-003,Clara Davies,James O'Brien,NO-CONTRACT,Spot,04/01/2024,03/02/2024,Pending,On Hold,No Match,No,No,No,International,89.1
